ID	Name	Genes	Length
1800	GO:0022904 respiratory electron transport chain	orf19.2871;orf19.913.2;orf19.3611;orf19.440;orf19.4759;orf19.2707.1;orf19.2439.1;orf19.3656;orf19.1480;orf19.873.1;orf19.2644;orf19.6045;orf19.4096;orf19.5893;orf19.3527;orf19.227;orf19.6531;orf19.1467;orf19.1770;orf19.4022;orf19.5213.2;orf19.637;orf19.2570;orf19.5629;orf19.1471;orf19.4490.2;orf19.5213.1	27
1801	GO:0023021 termination of signal transduction	orf19.4792;orf19.5903;orf19.695;orf19.2565;orf19.4222	5
1802	GO:0023051 regulation of signaling	orf19.3617;orf19.971;orf19.4015;orf19.4775;orf19.6536;orf19.3501;orf19.2740;orf19.829;orf19.5627;orf19.1623;orf19.6907;orf19.4792;orf19.2886;orf19.6010;orf19.316;orf19.7510;orf19.4471;orf19.2710;orf19.399;orf19.5219;orf19.4235;orf19.7079;orf19.906;orf19.1185;orf19.5377;orf19.7036;orf19.1754;orf19.6926;orf19.1490;orf19.764;orf19.5542;orf19.3699;orf19.2186;orf19.6906;orf19.5528;orf19.814;orf19.4192;orf19.2538;orf19.6573;orf19.5459;orf19.1567;orf19.5241;orf19.3629;orf19.2084;orf19.6444;orf19.5903;orf19.4577;orf19.3474;orf19.7523;orf19.5755;orf19.6028;orf19.1364;orf19.1863;orf19.6913;orf19.3052;orf19.1445;orf19.4019;orf19.896;orf19.6508;orf19.5383;orf19.6812;orf19.6705;orf19.4950;orf19.2290;orf19.132;orf19.2406;orf19.5897;orf19.2127;orf19.6810;orf19.5758;orf19.6842;orf19.5325;orf19.542;orf19.5714;orf19.3371;orf19.3174;orf19.5031;orf19.3142;orf19.863;orf19.2014;orf19.5827;orf19.3856;orf19.4866;orf19.3945;orf19.1468;orf19.6285;orf19.4890;orf19.1712;orf19.6889;orf19.5531;orf19.5328;orf19.2843;orf19.5171;orf19.4109;orf19.4009;orf19.2771;orf19.7489;orf19.7195;orf19.5406;orf19.1802;orf19.4785;orf19.6968;orf19.7629;orf19.4726;orf19.20;orf19.2443;orf19.4378;orf19.4626;orf19.2238;orf19.695;orf19.1842;orf19.328;orf19.2565;orf19.1734;orf19.3708;orf19.3001;orf19.2082;orf19.6588;orf19.6253;orf19.4242;orf19.7610;orf19.3014;orf19.3978;orf19.3697;orf19.4222;orf19.6357;orf19.2614;orf19.2949;orf19.871;orf19.940;orf19.7321;orf19.5812;orf19.6846;orf19.3685;orf19.7115;orf19.4824;orf19.2560;orf19.6001;orf19.6033;orf19.843;orf19.1936;orf19.1974;orf19.5947;orf19.3241	144
1803	GO:0023052 signaling	orf19.6109;orf19.7150;orf19.7561;orf19.3127	4
1804	GO:0023056 positive regulation of signaling	orf19.3617;orf19.6010;orf19.316;orf19.7510;orf19.5377;orf19.1490;orf19.2186;orf19.5528;orf19.4192;orf19.1567;orf19.5241;orf19.4577;orf19.3474;orf19.7523;orf19.896;orf19.6508;orf19.5383;orf19.2290;orf19.132;orf19.2406;orf19.5897;orf19.5031;orf19.3856;orf19.6889;orf19.5531;orf19.2843;orf19.7629;orf19.3001;orf19.6253;orf19.4242;orf19.3014;orf19.6357;orf19.2614;orf19.871;orf19.5812;orf19.3241	36
1805	GO:0023057 negative regulation of signaling	orf19.4775;orf19.829;orf19.5627;orf19.4792;orf19.2886;orf19.399;orf19.5219;orf19.4235;orf19.906;orf19.1185;orf19.7036;orf19.1754;orf19.764;orf19.6906;orf19.814;orf19.2538;orf19.6573;orf19.5459;orf19.2084;orf19.6444;orf19.5903;orf19.4577;orf19.5755;orf19.1364;orf19.6913;orf19.4019;orf19.4950;orf19.2406;orf19.2127;orf19.6810;orf19.5758;orf19.5325;orf19.542;orf19.2014;orf19.5827;orf19.4866;orf19.1468;orf19.6285;orf19.5328;orf19.2771;orf19.7489;orf19.7195;orf19.5406;orf19.1802;orf19.4785;orf19.6968;orf19.20;orf19.2443;orf19.4378;orf19.695;orf19.328;orf19.2565;orf19.6588;orf19.7610;orf19.4222;orf19.2949;orf19.6846;orf19.3685;orf19.7115;orf19.843;orf19.1936	61
1806	GO:0023058 adaptation of signaling pathway	orf19.4015;orf19.4471;orf19.814;orf19.6028;orf19.3371;orf19.4866;orf19.3945;orf19.4009;orf19.3978;orf19.3697;orf19.4222;orf19.7321;orf19.6033	13
1807	GO:0023061 signal release	orf19.7440	1
1808	GO:0030001 metal ion transport	orf19.2597;orf19.1585;orf19.2369.1;orf19.4784;orf19.4449;orf19.3112;orf19.4967;orf19.7670;orf19.3663;orf19.2069;orf19.1415;orf19.1395;orf19.3298;orf19.655;orf19.138;orf19.5643;orf19.1077;orf19.1534;orf19.3212;orf19.5428;orf19.30;orf19.2198;orf19.3227;orf19.930;orf19.3455;orf19.4213;orf19.1816;orf19.6382;orf19.7077;orf19.405;orf19.7219;orf19.2501;orf19.1932;orf19.2312;orf19.4159;orf19.7231;orf19.4802;orf19.2209;orf19.5663;orf19.5634;orf19.6070;orf19.3122;orf19.6249;orf19.4720;orf19.4496;orf19.7089;orf19.600;orf19.2347;orf19.4215;orf19.1536;orf19.2553;orf19.4328;orf19.2178;orf19.1263;orf19.2454;orf19.1607;orf19.5869;orf19.2006.1;orf19.5352;orf19.1727;orf19.2179;orf19.3646;orf19.943;orf19.6814;orf19.1676;orf19.367;orf19.4201;orf19.3769;orf19.6948;orf19.4175;orf19.701;orf19.3538;orf19.4843;orf19.5022;orf19.3321;orf19.5667;orf19.6563;orf19.2270;orf19.4690;orf19.5170;orf19.3132;orf19.3117;orf19.1813;orf19.1930	84
1809	GO:0030002 cellular anion homeostasis	orf19.6805;orf19.1253	2
1810	GO:0030003 cellular cation homeostasis	orf19.2369.1;orf19.52;orf19.4784;orf19.3228;orf19.5754;orf19.473;orf19.4449;orf19.2069;orf19.1415;orf19.5395;orf19.1395;orf19.4372;orf19.3628;orf19.2245;orf19.4427;orf19.1534;orf19.1715;orf19.6656;orf19.3734;orf19.5528;orf19.5559;orf19.5428;orf19.2746;orf19.30;orf19.7081;orf19.1513;orf19.2272;orf19.1195;orf19.4213;orf19.3521;orf19.1816;orf19.5755;orf19.55;orf19.405;orf19.2104;orf19.2770.1;orf19.7219;orf19.3794;orf19.5237;orf19.5001;orf19.881;orf19.3854;orf19.2312;orf19.2436;orf19.2727;orf19.3967;orf19.685;orf19.6000;orf19.1621;orf19.2209;orf19.5383;orf19.5759;orf19.1680;orf19.5634;orf19.417;orf19.2895;orf19.7393;orf19.4954;orf19.6070;orf19.7068;orf19.1405;orf19.681;orf19.6979;orf19.2343.1;orf19.6073;orf19.6249;orf19.1413;orf19.5618;orf19.4720;orf19.726;orf19.3753;orf19.4496;orf19.6590;orf19.7089;orf19.600;orf19.6540;orf19.7354;orf19.4059;orf19.5784;orf19.1264;orf19.698;orf19.6863;orf19.4215;orf19.7489.3;orf19.6548;orf19.1536;orf19.2553;orf19.7603;orf19.7642;orf19.5880;orf19.4328;orf19.4009;orf19.1263;orf19.5674;orf19.5334;orf19.4869;orf19.2302;orf19.806;orf19.5636;orf19.4292;orf19.1727;orf19.2179;orf19.3804;orf19.2863.1;orf19.3088;orf19.7179;orf19.3646;orf19.1223;orf19.943;orf19.367;orf19.4201;orf19.6948;orf19.4175;orf19.701;orf19.3538;orf19.4843;orf19.645.1;orf19.5741;orf19.5061;orf19.5022;orf19.4240;orf19.6634;orf19.5667;orf19.4981;orf19.2270;orf19.5886;orf19.5170;orf19.3132;orf19.4674.1;orf19.3117;orf19.2841;orf19.1930;orf19.1253;orf19.3940.1;orf19.5635;orf19.7114	136
1811	GO:0030004 cellular monovalent inorganic cation homeostasis	orf19.5395;orf19.3628;orf19.2245;orf19.4427;orf19.6656;orf19.5559;orf19.1513;orf19.5237;orf19.881;orf19.3854;orf19.3967;orf19.5383;orf19.1680;orf19.2895;orf19.4954;orf19.2343.1;orf19.6249;orf19.5618;orf19.726;orf19.6590;orf19.600;orf19.6540;orf19.7354;orf19.4059;orf19.6863;orf19.2553;orf19.7642;orf19.806;orf19.4292;orf19.1223;orf19.367;orf19.4201;orf19.4175;orf19.645.1;orf19.6634;orf19.5886	36
1812	GO:0030007 cellular potassium ion homeostasis	orf19.3854;orf19.6249;orf19.600;orf19.2553;orf19.367;orf19.4175	6
1813	GO:0030010 establishment of cell polarity	orf19.5292;orf19.3276;orf19.6880;orf19.7359;orf19.6787;orf19.7510;orf19.7079;orf19.906;orf19.1490;orf19.3823;orf19.1203;orf19.4349;orf19.2190;orf19.5903;orf19.886;orf19.5162;orf19.3534;orf19.4772;orf19.807;orf19.6705;orf19.6362;orf19.4927;orf19.5919;orf19.3174;orf19.350;orf19.3765;orf19.5007;orf19.5087;orf19.6285;orf19.2911;orf19.390;orf19.1835;orf19.6170;orf19.2771;orf19.3267;orf19.7586;orf19.1833;orf19.677;orf19.1842;orf19.3088;orf19.6598;orf19.4242;orf19.2180;orf19.1418;orf19.4257;orf19.738;orf19.7342;orf19.2614;orf19.4855;orf19.1133;orf19.940;orf19.544.1	52
1814	GO:0030011 maintenance of cell polarity	orf19.3501;orf19.3013;orf19.5095;orf19.5691;orf19.3198;orf19.4927;orf19.6883;orf19.3330;orf19.2614;orf19.3207;orf19.940;orf19.1317	12
1815	GO:0030026 cellular manganese ion homeostasis	orf19.2069;orf19.5428;orf19.30;orf19.6979;orf19.4496;orf19.7089;orf19.6948;orf19.5022;orf19.4240;orf19.2270	10
1816	GO:0030029 actin filament-based process	orf19.5671;orf19.6536;orf19.7295;orf19.3013;orf19.2726;orf19.5357;orf19.2791;orf19.2204.2;orf19.2626;orf19.953.1;orf19.5221;orf19.3235;orf19.7510;orf19.5188;orf19.5691;orf19.4878;orf19.7201;orf19.3862;orf19.3414;orf19.4192;orf19.3505;orf19.6573;orf19.2437;orf19.2190;orf19.505;orf19.886;orf19.6029;orf19.3534;orf19.1553;orf19.4127;orf19.6044;orf19.2727;orf19.1444;orf19.3680;orf19.2290;orf19.215;orf19.7660;orf19.4927;orf19.2699;orf19.17;orf19.2642;orf19.1381;orf19.5015;orf19.5960;orf19.7537;orf19.5007;orf19.5544;orf19.1712;orf19.3496;orf19.3153;orf19.390;orf19.2843;orf19.4193;orf19.2228;orf19.7292;orf19.7124;orf19.5664;orf19.7489;orf19.3267;orf19.3683;orf19.2416.1;orf19.3417;orf19.4597;orf19.6598;orf19.1236;orf19.1949;orf19.4909;orf19.1474;orf19.6414.3;orf19.738;orf19.1555;orf19.1220;orf19.730;orf19.728;orf19.6294;orf19.5076;orf19.6648	77
1817	GO:0030030 cell projection organization	orf19.696;orf19.6362	2
1818	GO:0030031 cell projection assembly	orf19.696;orf19.6362	2
1819	GO:0030036 actin cytoskeleton organization	orf19.5671;orf19.6536;orf19.7295;orf19.3013;orf19.2726;orf19.5357;orf19.2791;orf19.2204.2;orf19.2626;orf19.953.1;orf19.5221;orf19.3235;orf19.7510;orf19.5188;orf19.5691;orf19.7201;orf19.3862;orf19.3414;orf19.4192;orf19.3505;orf19.6573;orf19.2437;orf19.2190;orf19.886;orf19.6029;orf19.3534;orf19.1553;orf19.4127;orf19.6044;orf19.2727;orf19.1444;orf19.3680;orf19.2290;orf19.215;orf19.4927;orf19.2699;orf19.17;orf19.2642;orf19.1381;orf19.5015;orf19.5960;orf19.7537;orf19.5007;orf19.5544;orf19.1712;orf19.3496;orf19.3153;orf19.390;orf19.2843;orf19.7292;orf19.7124;orf19.5664;orf19.7489;orf19.3267;orf19.3683;orf19.2416.1;orf19.3417;orf19.4597;orf19.6598;orf19.1236;orf19.1949;orf19.4909;orf19.1474;orf19.6414.3;orf19.738;orf19.1220;orf19.730;orf19.728;orf19.6294;orf19.5076;orf19.6648	71
1820	GO:0030037 actin filament reorganization involved in cell cycle	orf19.3683	1
1821	GO:0030041 actin filament polymerization	orf19.2289;orf19.4927;orf19.6598;orf19.3251;orf19.5076	5
1822	GO:0030042 actin filament depolymerization	orf19.953.1;orf19.505;orf19.4395;orf19.2228	4
1823	GO:0030046 parallel actin filament bundle assembly	orf19.578;orf19.4927;orf19.5015;orf19.5544	4
1824	GO:0030048 actin filament-based movement	orf19.4878;orf19.5015	2
1825	GO:0030050 vesicle transport along actin filament	orf19.5015	1
1826	GO:0030071 regulation of mitotic metaphase/anaphase transition	orf19.820;orf19.6010;orf19.7286;orf19.7571;orf19.643;orf19.1185;orf19.5441;orf19.2655;orf19.3471;orf19.7053;orf19.2084;orf19.3474;orf19.4400;orf19.5701;orf19.122;orf19.2678;orf19.3476;orf19.6851;orf19.6810;orf19.7227;orf19.5827;orf19.4557;orf19.3856;orf19.1468;orf19.6285;orf19.1040;orf19.3550;orf19.6357;orf19.1792;orf19.7293;orf19.6437	31
1827	GO:0030072 peptide hormone secretion	orf19.7440	1
1828	GO:0030100 regulation of endocytosis	orf19.7295;orf19.5357;orf19.5605;orf19.906;orf19.3628;orf19.2605;orf19.4912;orf19.4594;orf19.4950;orf19.2290;orf19.3476;orf19.3174;orf19.223;orf19.6285;orf19.2843;orf19.4887;orf19.6232	17
1829	GO:0030104 water homeostasis	orf19.1813	1
1830	GO:0030148 sphingolipid biosynthetic process	orf19.5257;orf19.5818;orf19.4592;orf19.6629;orf19.4077;orf19.4831;orf19.3104;orf19.5602;orf19.1945;orf19.6007;orf19.4769;orf19.1464;orf19.5931;orf19.2501;orf19.3249;orf19.5027;orf19.4680;orf19.6131;orf19.3859;orf19.342;orf19.7354;orf19.6343;orf19.3282;orf19.5157;orf19.6438;orf19.908;orf19.640;orf19.2302;orf19.860;orf19.5156;orf19.4048;orf19.260;orf19.54;orf19.728;orf19.5751;orf19.1813;orf19.6782	37
1831	GO:0030149 sphingolipid catabolic process	orf19.6629;orf19.1477;orf19.3104	3
1832	GO:0030150 protein import into mitochondrial matrix	orf19.4006;orf19.717;orf19.2237;orf19.2581;orf19.1855;orf19.6672;orf19.4189;orf19.5599;orf19.6062;orf19.1267.1;orf19.7222;orf19.4967;orf19.109;orf19.1300;orf19.1896;orf19.2057;orf19.7571;orf19.345;orf19.3700;orf19.3574;orf19.150;orf19.1252;orf19.3691;orf19.6524;orf19.4418;orf19.6222;orf19.4966;orf19.7081;orf19.7215.3;orf19.6385;orf19.6698;orf19.5553;orf19.6917;orf19.680;orf19.6531.1;orf19.2782;orf19.6550;orf19.6533;orf19.3114;orf19.2137;orf19.1361;orf19.3696;orf19.240;orf19.183;orf19.541;orf19.2953;orf19.417;orf19.5016;orf19.490;orf19.1413;orf19.1650;orf19.6779;orf19.2907.1;orf19.7592;orf19.318;orf19.925;orf19.954;orf19.3774.1;orf19.1546;orf19.1524;orf19.7603;orf19.7187;orf19.6933;orf19.4172;orf19.7195;orf19.2698;orf19.5014;orf19.6225.1;orf19.5444;orf19.2006.1;orf19.3026;orf19.2938;orf19.326;orf19.5705;orf19.6238;orf19.3846;orf19.1804;orf19.93;orf19.2524;orf19.1824;orf19.1613;orf19.552;orf19.1309;orf19.4676;orf19.3321;orf19.4478;orf19.252;orf19.1336.2;orf19.2233;orf19.4190;orf19.1669	91
1833	GO:0030154 cell differentiation	orf19.7247;orf19.1755;orf19.1059;orf19.1359;orf19.5954;orf19.7196;orf19.829;orf19.3373;orf19.7412;orf19.2849;orf19.1623;orf19.4519;orf19.6787;orf19.2886;orf19.5188;orf19.5691;orf19.1896;orf19.1201;orf19.5148;orf19.2216;orf19.2549;orf19.118;orf19.3414;orf19.3944;orf19.4800;orf19.1376;orf19.2277;orf19.6640;orf19.554;orf19.6915;orf19.6472;orf19.1746;orf19.1760;orf19.2745;orf19.1448.1;orf19.3541;orf19.657;orf19.1311;orf19.2079;orf19.1515;orf19.6103;orf19.1621;orf19.791;orf19.7150;orf19.1853;orf19.5867;orf19.6311;orf19.548;orf19.3818;orf19.4252;orf19.4534;orf19.6285;orf19.6489;orf19.4890;orf19.2395;orf19.1524;orf19.7401;orf19.4413;orf19.2964;orf19.6760;orf19.3049;orf19.353;orf19.3995;orf19.4937;orf19.4157;orf19.895;orf19.5117;orf19.5410;orf19.4242;orf19.3014;orf19.6009;orf19.101;orf19.3459;orf19.1854;orf19.941;orf19.3176;orf19.5662;orf19.4403;orf19.7479;orf19.610;orf19.10708	81
1834	GO:0030155 regulation of cell adhesion	orf19.3672;orf19.2444;orf19.798;orf19.5908;orf19.6506;orf19.1526;orf19.1035;orf19.723;orf19.6420;orf19.6824;orf19.6781;orf19.1093;orf19.1718;orf19.4662;orf19.2012;orf19.3434;orf19.4369;orf19.6182;orf19.978;orf19.7523;orf19.5001;orf19.4766;orf19.896;orf19.3854;orf19.3193;orf19.1971;orf19.7441;orf19.6109;orf19.6000;orf19.3476;orf19.255;orf19.7317;orf19.4767;orf19.3912;orf19.7371;orf19.7561;orf19.2356;orf19.3301;orf19.3523;orf19.5924;orf19.4062;orf19.4866;orf19.3187;orf19.6124;orf19.2331;orf19.7521;orf19.6760;orf19.3127;orf19.3038;orf19.1607;orf19.7583;orf19.4961;orf19.5871;orf19.6514;orf19.3252;orf19.3969;orf19.5392;orf19.4670;orf19.7319;orf19.7381;orf19.5312;orf19.6680;orf19.5741;orf19.5975;orf19.4225;orf19.4892;orf19.6563;orf19.610	68
1835	GO:0030162 regulation of proteolysis	orf19.5954;orf19.3628;orf19.2084;orf19.6864;orf19.5942;orf19.122;orf19.3681;orf19.2290;orf19.2901;orf19.5675;orf19.6045;orf19.2182;orf19.357;orf19.863;orf19.3856;orf19.5171;orf19.4109;orf19.6063;orf19.1802;orf19.2544;orf19.5973;orf19.1670;orf19.5196;orf19.3176;orf19.5085;orf19.1668;orf19.4824;orf19.1974	28
1836	GO:0030163 protein catabolic process	orf19.5175;orf19.7445;orf19.5501;orf19.3617;orf19.1711;orf19.3592;orf19.4904;orf19.3447;orf19.5297;orf19.5551;orf19.897;orf19.2369.1;orf19.457;orf19.7178;orf19.3593;orf19.3551;orf19.1085;orf19.1674;orf19.5844;orf19.7637;orf19.5350;orf19.4777;orf19.4784;orf19.796;orf19.1359;orf19.3589;orf19.3018;orf19.7176;orf19.3260;orf19.6729;orf19.4003;orf19.2402;orf19.6850;orf19.4538;orf19.5954;orf19.6339;orf19.684;orf19.1796;orf19.1053;orf19.7196;orf19.6999;orf19.2743;orf19.797;orf19.729;orf19.1058;orf19.355;orf19.7600;orf19.5357;orf19.4411;orf19.2262;orf19.7175;orf19.1387;orf19.2849;orf19.1299;orf19.1623;orf19.6462;orf19.4449;orf19.1267.1;orf19.7574;orf19.1862;orf19.7547;orf19.6403;orf19.7594;orf19.2028;orf19.3288;orf19.3795;orf19.2626;orf19.2867;orf19.820;orf19.3344;orf19.5131;orf19.5479;orf19.316;orf19.7264;orf19.2939;orf19.3438;orf19.6849;orf19.7286;orf19.4625;orf19.3135;orf19.2710;orf19.2834;orf19.719;orf19.399;orf19.268;orf19.4637;orf19.524;orf19.6671;orf19.5320;orf19.1699;orf19.3342;orf19.4956;orf19.5640;orf19.291;orf19.2340;orf19.6582;orf19.3123;orf19.3628;orf19.2472;orf19.2057;orf19.1201;orf19.5368;orf19.7571;orf19.3862;orf19.3084;orf19.3952;orf19.1576;orf19.1955;orf19.4444;orf19.2772;orf19.1867;orf19.670;orf19.3183;orf19.7638;orf19.1754;orf19.7570;orf19.3122.2;orf19.4427;orf19.6176;orf19.2655;orf19.2721;orf19.4230;orf19.1789.1;orf19.3355;orf19.782;orf19.233.1;orf19.5416;orf19.2549;orf19.1496;orf19.778;orf19.6341;orf19.6220;orf19.3973;orf19.5388;orf19.5291;orf19.6668;orf19.3307;orf19.669;orf19.1252;orf19.5542;orf19.388;orf19.3433;orf19.36;orf19.1259;orf19.441;orf19.1067;orf19.705;orf19.1034;orf19.4339;orf19.1571;orf19.2400;orf19.3944;orf19.5749;orf19.7611;orf19.5288;orf19.5429;orf19.3471;orf19.6373;orf19.4829;orf19.4208;orf19.2229;orf19.5133;orf19.861;orf19.1336;orf19.4817;orf19.1392;orf19.5559;orf19.4216;orf19.4107;orf19.7183;orf19.4800;orf19.2284;orf19.5752;orf19.2682;orf19.5056;orf19.7061;orf19.4612;orf19.3006;orf19.1878;orf19.2164.1;orf19.3980;orf19.3043;orf19.6537;orf19.1036;orf19.5440;orf19.3811;orf19.6364;orf19.6986;orf19.7605;orf19.3629;orf19.1516;orf19.26;orf19.3116;orf19.2435;orf19.3446;orf19.2084;orf19.2335;orf19.5249;orf19.2393;orf19.2755;orf19.2089;orf19.945;orf19.5260;orf19.393;orf19.2531;orf19.6908;orf19.3160;orf19.6820;orf19.2366;orf19.1204;orf19.3407;orf19.6864;orf19.5370;orf19.1628;orf19.3292;orf19.3517;orf19.7165;orf19.1494;orf19.6995;orf19.7622;orf19.7207;orf19.4719;orf19.5268;orf19.6408;orf19.2383;orf19.2610;orf19.3730;orf19.103;orf19.5569;orf19.3521;orf19.1274;orf19.4494;orf19.4400;orf19.7347;orf19.4290;orf19.2745;orf19.2131;orf19.4055;orf19.1276;orf19.6898;orf19.3930;orf19.3413;orf19.2104;orf19.5943;orf19.7522;orf19.1065;orf19.3515;orf19.674;orf19.5692;orf19.213;orf19.410.3;orf19.6296;orf19.2770.1;orf19.3604;orf19.1880;orf19.5772;orf19.4849;orf19.3242;orf19.4019;orf19.2067;orf19.229;orf19.122;orf19.6039;orf19.6801;orf19.6875;orf19.3827;orf19.1515;orf19.559;orf19.4127;orf19.4497;orf19.7111;orf19.4678;orf19.6816;orf19.1619;orf19.6086;orf19.4102;orf19.6771;orf19.3436;orf19.2933;orf19.6722;orf19.6496;orf19.7046;orf19.7450;orf19.709;orf19.6031;orf19.7296;orf19.7672;orf19.1135;orf19.4594;orf19.6359;orf19.4914;orf19.1191;orf19.5200;orf19.2897;orf19.2269;orf19.6040;orf19.7141;orf19.1324;orf19.6812;orf19.7644;orf19.7498;orf19.4106;orf19.2961;orf19.212;orf19.5300;orf19.7265;orf19.2670;orf19.132;orf19.2396;orf19.1795.1;orf19.1776;orf19.2092;orf19.2895;orf19.6246;orf19.124;orf19.4993;orf19.2690;orf19.6229;orf19.7444;orf19.337;orf19.6909;orf19.3122;orf19.2379;orf19.4533;orf19.5212;orf19.482;orf19.7438;orf19.5617;orf19.3319;orf19.2182;orf19.7602;orf19.5485;orf19.3818;orf19.607;orf19.4953;orf19.5521;orf19.2697;orf19.4088;orf19.835;orf19.7612;orf19.7609;orf19.7585;orf19.1560;orf19.3395;orf19.6773;orf19.1217;orf19.5714;orf19.1406;orf19.5618;orf19.5568;orf19.5409;orf19.590;orf19.2334;orf19.1837;orf19.340;orf19.5136;orf19.3371;orf19.350;orf19.2285;orf19.3168;orf19.6590;orf19.3301;orf19.3199;orf19.5345;orf19.2835;orf19.5526;orf19.7043.1;orf19.1381;orf19.7598;orf19.2896;orf19.2244;orf19.4307;orf19.5793;orf19.4436;orf19.7224;orf19.5767;orf19.1429;orf19.7405;orf19.6059;orf19.3273;orf19.6811;orf19.3561;orf19.904;orf19.6498;orf19.6529;orf19.5768;orf19.5034;orf19.5587;orf19.3123.2;orf19.2219;orf19.2149;orf19.2757;orf19.633;orf19.1468;orf19.1460;orf19.3187;orf19.3140.1;orf19.1532;orf19.2414;orf19.3412;orf19.3054;orf19.3399;orf19.2989;orf19.4754;orf19.848;orf19.1852;orf19.2230;orf19.3432.1;orf19.4445;orf19.1507;orf19.5531;orf19.1868;orf19.6440;orf19.3929;orf19.6600;orf19.5666;orf19.7579;orf19.5408;orf19.3591;orf19.5171;orf19.5337;orf19.6881;orf19.7428;orf19.5846;orf19.3234.1;orf19.4615;orf19.5880;orf19.4172;orf19.5796;orf19.5059;orf19.5286;orf19.7144;orf19.7292;orf19.6063;orf19.7365;orf19.6020;orf19.6464;orf19.2268;orf19.3049;orf19.1874;orf19.4723;orf19.3861;orf19.1885;orf19.1340;orf19.2469;orf19.4438;orf19.2391;orf19.5585;orf19.1314;orf19.4191.1;orf19.6275;orf19.4441;orf19.6076;orf19.3806;orf19.5101;orf19.7195;orf19.2926;orf19.3053;orf19.4371;orf19.2196;orf19.795;orf19.4147;orf19.1802;orf19.6638;orf19.4246;orf19.4726;orf19.430;orf19.6396;orf19.6821;orf19.3294;orf19.2443;orf19.6947;orf19.5973;orf19.2174;orf19.5716;orf19.761;orf19.5322;orf19.5817;orf19.4474;orf19.5833;orf19.5965;orf19.1069;orf19.2969;orf19.1993;orf19.3026;orf19.2370;orf19.4378;orf19.4626;orf19.550;orf19.5961;orf19.5008.1;orf19.850;orf19.6517;orf19.4253;orf19.5003;orf19.6923;orf19.2278;orf19.874;orf19.3649;orf19.506;orf19.4025;orf19.3401;orf19.1670;orf19.2733;orf19.542.2;orf19.1167;orf19.3421.1;orf19.2863.1;orf19.7023;orf19.5275;orf19.3263;orf19.3443;orf19.2925;orf19.5196;orf19.1497;orf19.6046;orf19.3708;orf19.1861;orf19.3537;orf19.57;orf19.7179;orf19.89;orf19.349;orf19.4473;orf19.86;orf19.2397.3;orf19.7235;orf19.7329;orf19.3237;orf19.2985;orf19.4597;orf19.3233;orf19.3548.1;orf19.2498;orf19.3173;orf19.7335;orf19.992;orf19.2165;orf19.3055;orf19.2261;orf19.522;orf19.2082;orf19.2111;orf19.3231;orf19.7578;orf19.2099;orf19.3852;orf19.7497;orf19.3482;orf19.4540;orf19.394;orf19.2647;orf19.4357;orf19.4822;orf19.2703;orf19.5378;orf19.3648;orf19.413.1;orf19.2005;orf19.6753;orf19.3150;orf19.6861;orf19.7557;orf19.3366;orf19.2695;orf19.1273;orf19.6272;orf19.567;orf19.2959.1;orf19.6319;orf19.2049;orf19.2908;orf19.6910;orf19.21;orf19.1493;orf19.1309;orf19.2825;orf19.6927;orf19.4362;orf19.4888;orf19.238;orf19.2242;orf19.2730;orf19.5527;orf19.834;orf19.2013;orf19.2301;orf19.3192;orf19.2411;orf19.7258;orf19.448;orf19.4323;orf19.5662;orf19.2728;orf19.3639;orf19.7449;orf19.730;orf19.3251;orf19.6991;orf19.6387;orf19.3449;orf19.544.1;orf19.117;orf19.1792;orf19.2233;orf19.7419;orf19.1683;orf19.4403;orf19.2434;orf19.2982;orf19.7501;orf19.6437;orf19.2582;orf19.2559;orf19.7464;orf19.7576;orf19.6581;orf19.485;orf19.6515;orf19.4373;orf19.2921;orf19.4032;orf19.4871;orf19.1669;orf19.3027;orf19.4911;orf19.7208;orf19.4430;orf19.50;orf19.7420;orf19.1658;orf19.6001;orf19.7410;orf19.1936;orf19.3940.1;orf19.1730;orf19.2367;orf19.1864;orf19.504;orf19.10711	640
1837	GO:0030174 regulation of DNA-templated DNA replication initiation	orf19.1755;orf19.5166;orf19.6506;orf19.6011;orf19.475;orf19.808;orf19.5487;orf19.427;orf19.6862;orf19.6801;orf19.976;orf19.5617;orf19.5242;orf19.3856;orf19.1874;orf19.2660;orf19.6936;orf19.5389;orf19.5580;orf19.29;orf19.1792;orf19.1283;orf19.2559;orf19.3531;orf19.6234	25
1838	GO:0030242 autophagy of peroxisome	orf19.7196;orf19.6880;orf19.4119;orf19.3764;orf19.7523;orf19.5162;orf19.745;orf19.4614;orf19.3476;orf19.4440;orf19.3412;orf19.6889;orf19.130;orf19.2822;orf19.5322;orf19.6243;orf19.2733;orf19.1891;orf19.6064;orf19.6634;orf19.2982;orf19.5901;orf19.3767	23
1839	GO:0030258 lipid modification	orf19.3329;orf19.2046;orf19.10;orf19.1288;orf19.4122;orf19.7520;orf19.1704;orf19.5640;orf19.1477;orf19.3699;orf19.6445;orf19.4744;orf19.1652;orf19.5323;orf19.4591;orf19.1655;orf19.6025;orf19.7052;orf19.1373;orf19.6254;orf19.5586;orf19.3180;orf19.1089;orf19.6443;orf19.4865;orf19.5723	26
1840	GO:0030259 lipid glycosylation	orf19.6025	1
